@Fukuyamatae	O
Aku	ID
ada	ID
,	O
tapi	ID
jatohnya	ID
gak	ID
gemes	ID
tapi	ID
ngeselin	ID
😅	O
😅	O
soalnya	ID
dia	ID
tuh	ID
saking	ID
polosnya	ID
,	O
apa	ID
yang	ID
dia	ID
omongin	ID
tuh	ID
kadang	ID
gak	ID
difilter	ID
.	O
Orang	ID
mah	ID
ada	ID
rahasia	ID
,	O
ehh	ID
dia	ID
mah	ID
ditrabas	ID
aja	ID
😑	O

temen	ID
tapi	ID
pelukan	ID
lagi	ID
ngetrend	MIX-ID-EN
these	EN
days	EN

@babufess	O
sebenernya	ID
udah	ID
lumayan	ID
sih	ID
tapi	ID
kalo	ID
bisa	ID
naikin	ID
lagi	ID
crit	EN
ratenya	MIX-ID-EN
sampe	ID
70%	O
lah	ID
kira	ID
kira	ID
.	O
defnya	MIX-ID-EN
juga	ID
.	O
ini	ID
aja	ID
aku	ID
pake	ID
redhorn	O
segini	ID
dapet	ID
20-30k	O
no	EN
buff	EN
tapi	ID
agak	ID
jarang	ID
juga	ID
ini	ID
juga	ID
aku	ID
masih	ID
bakal	ID
nguli	ID
lagi	ID
wkwk	O
https://t.co/FvB2XnLOW1	O

@prpkritt	O
if	EN
we	EN
dated	EN
i'll	EN
always	EN
babying	EN
u	EN
?	O
karena	ID
tuh	ID
lucu	ID
aja	ID
pasti	ID
kalo	ID
liat	ID
pp	O
sulking	O
.	O
terus	ID
kita	ID
belanja	ID
???	O
i'd	EN
love	EN
to	EN
go	EN
shopping	EN
with	EN
u	EN
!	O
beli	ID
beberapa	ID
couple	EN
things	EN
kaya	ID
tas	ID
atau	ID
baju	ID
?	O
atau	ID
jam	ID
tangan	ID
?	O
cincin	ID
?	O

@yiyangxuh	O
Heuheu	O
ganti	ID
ceo	EN
malah	ID
maki	ID
ngadi2	ID
ya	ID
..	O
makanya	ID
itu	ID
aku	ID
ga	ID
mau	ID
apgred	EN
app	EN
twt	O
Ini	ID
aku	ID
masih	ID
di	ID
ada	ID
di	ID
versi	ID
lama	ID
#wn	O

@moviemenfes	O
bakal	ID
dikenain	ID
charge	EN
lebih	ID
klo	ID
ada	ID
usernya	MIX-ID-EN
yg	ID
gak	ID
satu	ID
rumah	ID
sama	ID
owner	EN
akun	ID
tersebut	ID
.	O
😔	O

hahahaha	O
tibaknya	MIX-ID-JV
gitu	ID
🤣	O
https://t.co/XdUrsdYY9E	O

@stoberienaktau	O
Anjir	ID
,	O
ni	ID
pasti	ID
akun	ID
belian	ID
atau	ID
ga	ID
usernya	MIX-ID-EN
ganti	ID
profesi	ID
:'v	O

@syavelliex	O
Lah	ID
pantesan	ID
aja	ID
buka	ID
tele	O
loadingnya	MIX-ID-EN
lamaaa	ID
banget	ID
.	O
Kirain	ID
kuotaku	ID
yg	ID
abis	ID
syaa	ID
makanya	ID
jadi	ID
lemot	ID
banget	ID
buka	ID
tele	O
.	O
Ternyata	ID
emang	ID
lagi	ID
error	EN
yaa	ID
😭	O

Sumpah	ID
gue	ID
sukaaaa	ID
banget	ID
sama	ID
just	EN
as	EN
usual	EN
,	O
apalagi	ID
part	EN
member	EN
lagi	ID
harmonisasi	ID
giniii	ID
😭	O

Dari	ID
gambar	ID
animasinya	ID
sih	ID
lucu	ID
bgtt	ID
SUKAA	ID
.	O
Tpi	ID
klo	ID
dari	ID
cerita	ID
nya	ID
termasuk	ID
yg	ID
biasa	ID
aja	ID
,	O
yg	ID
endingnya	MIX-ID-EN
udh	ID
ketebak	ID
.	O
Dan	ID
model	ID
konflik	ID
sama	ID
resolusinya	ID
juga	ID
tipikal	ID
Disney	O
bgt	ID
si	ID
.	O
Jdi	ID
utk	ID
turning	EN
red	EN
ak	ID
kasih	ID
rate	EN
8/10	O

@Maz_Ipan	O
Sekalian	ID
info	ID
ketemen-temen	ID
,	ID
kurang	ID
lebih	ID
konsepnya	ID
seperti	ID
ini	ID
,	O
domain	ID
aplikasi	ID
yang	ID
diremote	MIX-ID-EN
itu	ID
bisa	ID
dijadikan	ID
sebuah	ID
ip	EN
port	EN
.	O
Semoga	ID
bermanfaat	ID
https://t.co/G8CgsOkFzh	O

@aergloblue	O
dicopy	MIX-ID-EN
aja	ID
biruuu	ID

@wldmeow	O
@lixxxafz	O
@nggakbole	O
@urprettydemonn	O
@alahmbuhwes	O
@Skincare_IDN	O
Mjb	O
gostore	O
ini	ID
web	ID
jualan	ID
kerja	ID
sama	ID
gojek	O
,	O
nah	ID
knp	ID
brg	ID
nya	ID
murah	ID
karena	ID
ada	ID
cb	JV
dengan	ID
min	ID
pembelian	ID
sekian	ID
klo	ID
km	ID
mau	ID
