gue	ID
takut	ID
,	O
takut	ID
banget	ID
ditinggal	ID
.	O
gue	ID
takut	ID
buat	ID
merasakan	ID
lagi	ID
gimana	ID
rasanya	ID
lo	ID
gak	ID
ngobrol	ID
sama	ID
gue	ID
berhari-hari	ID
yang	ID
pada	ID
akhirnya	ID
lo	ID
gak	ID
balik	ID
lagi	ID
.	O
I	EN
don't	EN
wanna	EN
feel	EN
okay	EN
with	EN
this	EN
.	O

Dikesempatan	ID
ini	ID
aku	ID
akan	ID
share	EN
sedikit	ID
banyak	ID
hal	ID
yg	ID
aku	ID
ketahui	ID
tentang	ID
gimana	ID
caranya	ID
menjadi	ID
pribadi	ID
yg	ID
kritis	ID
tetapi	ID
tetap	ID
mengutamakan	ID
sopan	ID
.	O
Okay	EN
check	EN
this	EN
out	EN
.....	O

ya	ID
Allah	O
ini	ID
gimana	ID
,	O
udah	ID
hancur	ID
lebur	ID
ga	ID
ada	ID
ruang	ID
yang	ID
tersisa	ID
buat	ID
baik-baik	ID
aja	ID
.	O
i	EN
don’t	EN
know	EN
why	EN
you	EN
put	EN
me	EN
in	EN
this	EN
situation	EN
.	O
but	EN
it's	EN
okay	EN
,	O
i	EN
trust	EN
you	EN

ngl	O
,	O
i	EN
do	EN
crave	EN
for	EN
smth	EN
more	EN
real	EN
.	O
kaya	ID
gimana	ID
ya	ID
..	O
i’m	EN
okay	EN
with	EN
this	EN
,	O
but	EN
i	EN
can’t	EN
lie	EN
to	EN
myself	EN
that	EN
i	EN
want	EN
more	EN

Some	EN
members	EN
even	EN
shared	EN
vlogs	EN
on	EN
their	EN
own	EN
OH	EN
C'MON	EN
😩	O
THINK	EN
SMARTER	EN
!	O
Do	EN
you	EN
think	EN
it's	EN
okay	EN
to	EN
keep	EN
'	O
silent	EN
'...	O
Gimana	ID
kalo	ID
fandom	EN
luntur	ID
gara-gara	ID
kekosongan	ID
ini	ID
..	O
gak	ID
bertumbuh	ID
dan	ID
menguat	ID
🤦	O
🏻	O
‍	O
♀	O
️pls	EN
no	EN
more	EN
wrong	EN
step	EN
this	EN
time	EN
,	O
dampaknya	ID
tuh	ID
ke	ID
masa	ID
depan	ID
.	O
Pls	EN
bgt	ID
ini	ID
mah	ID
yak	ID
SM	O

@stiarboy	O
😭	O
😭	O
for	EN
real	EN
,	O
okay	EN
not	EN
the	EN
first	EN
time	EN
like	EN
langsung	ID
jadi	ID
but	EN
I	EN
tried	EN
so	EN
many	EN
times	EN
and	EN
then	EN
this	EN
is	EN
the	EN
final	EN
results	EN
🙏	O
haahhaa	O
iya	ID
kalau	ID
lagi	ID
galau	ID
gimana	ID
enaknya	ID
itu	ID
…	O

okay	EN
SO	EN
THIS	EN
AU	EN
IS	EN
GOING	EN
OUT	EN
OF	EN
WHAT	EN
I	EN
EXPECTED	ID
direkomen	ID
suruh	ID
baca	ID
dan	ID
emang	ID
gemes	ID
bgt	ID
rancuya	ID
selalu	ID
suka	ID
CUMA	ID
KALO	ID
CAST	EN
NYA	ID
JOHNNY	O
GUE	ID
MAKIN	ID
GILA	ID
ADUH	ID
GIMANA	ID
INI	ID
NAKSIR	ID
BGT	ID

@bimasena_gala	O
Well	EN
,	O
I	EN
also	EN
took	EN
this	EN
one	EN
because	EN
I	EN
think	EN
it's	EN
cute	EN
hehehe	O
.	O
Wait	EN
,	O
really	EN
?	O
You	EN
were	EN
crying	EN
?	O
Was	EN
it	EN
the	EN
time	EN
you	EN
said	EN
you	EN
wanted	EN
to	EN
jump	EN
off	EN
your	EN
balcony	EN
.	O
😔	O
Hm	O
?	O
Okay	EN
..	O
moment	EN
yang	ID
pasnya	ID
gimana	ID
ya	ID
,	O
bae	JV
?	O
Hshshs	O
https://t.co/DtUPbcyRmp	O

its	EN
totally	EN
okay	EN
to	EN
tired	EN
.	O
go	EN
get	EN
some	EN
rest	EN
for	EN
better	EN
feeling	EN
,	O
slow	EN
progress	EN
is	EN
also	EN
progress	EN
,	O
guys	EN
.	O
gpp	ID
ngerasa	ID
tertinggal	ID
,	O
gue	ID
paham	ID
gimana	ID
tertekannya	ID
,	O
jgn	ID
ngerasa	ID
sendiri	ID
dan	ID
jgn	ID
ngerasa	ID
ga	ID
bisa	ID
to	EN
face	EN
this	EN
struggle	EN
,	O
semangat	ID
semuanya	ID
!	O
💖	O

—	O
a	O
.	O
n	O
:	O
hallo	ID
,	O
this	EN
is	EN
Ejay	O
,	O
how	EN
r	EN
you	EN
guys	EN
today	EN
?	O
you	EN
okay	EN
?	O
great	EN
!	O
gimana	ID
puasanya	ID
?	O
lancar	ID
?	O
Puji	ID
Tuhan	ID
,	O
selamat	ID
menunaikan	ID
ibadah	ID
puasa	ID
ya	ID
!	O
btw	EN
,	O
maaf	ID
up	EN
malam	ID
ini	ID
isinya	ID
narasi	ID
—	O
but	EN
i	EN
hope	EN
you	EN
like	EN
it	EN
dan	ID
jangan	ID
bosan	ID
sama	ID
cerita	ID
ini	ID
ya	ID
!	O
stay	EN
safe	EN
guys	EN
,	O
ily	O
💗	O
😽	O
!	O

But	EN
the	EN
thing	EN
is	EN
,	O
everytime	EN
they	EN
talking	EN
about	EN
this	EN
,	O
pasti	ID
selalu	ID
mention	EN
weight	EN
aku	ID
.	O
Ya	ID
aku	ID
under	EN
weight	EN
,	O
yg	ID
berarti	ID
gue	ID
rata	ID
dapan	ID
belakang	ID
.	O
Okay	EN
I	EN
get	EN
it	EN
.	O
And	EN
mereka	ID
,	O
bunda	ID
sama	ID
kakak	ID
selalu	ID
ngomong	ID
"	O
gimana	ID
kamu	ID
ngasih	ID
asi	ID
?"	O
And	EN
i	EN
be	EN
like	EN
i	EN
don't	EN
know	EN
,	O
belum	ID
kepikiran	ID

menurut	ID
gw	ID
sih	ID
2521	O
ini	ID
sad	EN
ending	EN
.	O
gimana	ID
engga	ID
?	O
sebenernya	ID
mereka	ID
masih	ID
saling	ID
cinta	ID
kan	ID
?	O
tp	ID
mereka	ID
emg	ID
ga	ID
ditakdirkan	ID
bersama	ID
😫	O
😫	O
apalagi	ID
pas	ID
heedo	O
baca	ID
balesan	ID
diary	EN
yijin	O
katanya	ID
nyesel	ID
:"(	O
i'm	EN
not	EN
okay	EN
with	EN
this	EN
ending	EN
:")	O
https://t.co/3IGi9f0VBf	O

Hai	ID
,	O
selamat	ID
malam	ID
.	O
Gue	ID
tau	ID
ini	ID
mendadak	ID
banget	ID
,	O
tapi	ID
gue	ID
pengen	ID
ngucapin	ID
makasih	ID
kepada	ID
kalian	ID
semua	ID
,	O
4VIALS	O
.	O
Terimakasih	ID
buat	ID
semua	ID
waktunya	ID
,	O
selama	ID
menjadi	ID
crew	EN
4G	O
gue	ID
mendapatkan	ID
banyak	ID
pengalaman	ID
dan	ID
tentunya	ID
teman-teman	ID
yang	ID
berarti	ID
,	O
good	EN
memories	EN
that	EN
can't	EN
be	EN
forgotten	EN
.	O

@plumee_	O
okay	EN
mimi	O
then	EN
.	O
kalau	ID
gitu	ID
mimi	O
boleh	ID
panggil	ID
juju	O
.	O
good	EN
to	EN
hear	EN
that	EN
!	O
it	EN
is	EN
nice	EN
meeting	EN
you	EN
as	EN
well	EN
,	O
mimi	O
.	O
semoga	ID
kita	ID
jadi	ID
teman	ID
yang	ID
baik	ID
ya	ID
.	O

Sch	O
!	O
Sender	EN
ngerasa	ID
inferior	ID
banget	ID
di	ID
antara	ID
teman	ID
teman	ID
,	O
meanwhile	EN
the	EN
grade	EN
that	EN
i	EN
got	EN
was	EN
pretty	EN
good	EN
.	O
Tolong	ID
kasih	ID
saran	ID
buat	ID
sender	EN
supaya	ID
ga	ID
ngerasa	ID
kecil	ID
gini	ID
dong	ID

Sebagai	ID
org	ID
yg	ID
hidupnya	ID
gitu-gitu	ID
aja	ID
,	O
it’s	EN
a	EN
good	EN
thing	EN
,	O
a	EN
great	EN
thing	EN
even	EN
.	O
Karena	ID
aku	ID
bisa	ID
cukup	ID
stabil	ID
untuk	ID
menjadi	ID
tempat	ID
teman-teman	ID
terdekatku	ID
bersandar	ID
,	O
aku	ID
bahagia	ID
juga	ID
hidupku	ID
tenang	ID
.	O
Idk	EN
i	EN
just	EN
dont	EN
use	EN
my	EN
brain	EN
that	EN
much	EN
anyway	EN

i'm	EN
so	EN
sorry	EN
for	EN
that	EN
.	O
karena	ID
gw	ID
jg	ID
gatau	ID
bagian	ID
mana	ID
yang	ID
melukai	ID
hati	ID
teman	ID
gw	ID
,	O
karena	ID
teman	ID
gw	ID
ga	ID
pernah	ID
ngomong	ID
sm	ID
gw	ID
.	O
if	EN
i	EN
lost	EN
u	EN
..	O
oke	ID
fine	EN
.	O
i'm	EN
not	EN
really	EN
good	EN
for	EN
you	EN
.	O
u	EN
berhak	ID
deserve	EN
someone	EN
better	EN
than	EN
me	EN
.	O
❤	O

im	EN
not	EN
that	EN
good	EN
enough	EN
to	EN
b	EN
like	EN
this	EN
.	O
ga	ID
ngehargain	ID
orang	ID
,	O
blm	ID
bisa	ID
jadi	ID
teman	ID
yang	ID
baik	ID
,	O
anak	ID
baik	ID
,	O
adik	ID
yg	ID
baik	ID
.	O
i	EN
feel	EN
bad	EN
rn	O
.	O

so	EN
bummed	EN
they	EN
are	EN
not	EN
able	EN
to	EN
let	EN
me	EN
teman	ID
him	EN
throughout	EN
earlier	EN
.	O
my	EN
heart	EN
cannot	EN
lah	ID
walk	EN
out	EN
and	EN
leaving	EN
him	EN
behind	EN
knowing	EN
that	EN
he	EN
will	EN
be	EN
watching	EN
me	EN
leave	EN
HAHAHHAIZ	O
.	O
but	EN
good	EN
job	EN
ulfah	O
u	EN
behave	EN
ya	ID
.	O
alhamdullilah	ID
.	O
u	EN
also	EN
very	EN
good	EN
when	EN
we	EN
met	EN
tiraf	O
.	O

@rentworldz	O
—	O
Kebetulan	ID
kakak	ID
avail	EN
hari	ID
ini	ID
dan	ID
luang	ID
untuk	ID
temenin	ID
kamu	ID
.	O
Kakak	ID
udah	ID
sering	ID
banget	ID
jadi	ID
tempat	ID
curhat	ID
buat	ID
teman	ID
teman	ID
,	O
I'm	EN
pretty	EN
confident	EN
that	EN
I'm	EN
good	EN
listener	EN
and	EN
good	EN
advisor	EN
too	EN
.	O
Nanti	ID
adeek	ID
boleh	ID
cerita	ID
semua	ID
sama	ID
kakak	ID
.	O
I'll	EN
gladly	EN
listen	EN
to	EN
your	EN
story	EN
☺	O
️	O
✋	O
🏻	O
—	O

agak	ID
shock	EN
habis	ID
buka	ID
ig	O
trus	ID
liat	ID
beberapa	ID
teman	ID
jadi	ID
super	EN
confident	EN
.	O
a	EN
good	EN
reminder	EN
that	EN
we	EN
all	EN
should	EN
be	EN
too	EN
!	O

terima	ID
kasi	ID
buat	ID
ucapan	ID
selamatnya	ID
teman-teman	ID
!	O
!	O
maaf	ID
belum	ID
bisa	ID
bales	ID
satu-satu	ID
T	O
T	O
just	EN
know	EN
that	EN
i	EN
appreciate	EN
them	EN
so	EN
much	EN
^^	O
it’s	EN
late	EN
now	EN
and	EN
i	EN
hope	EN
you	EN
all	EN
had	EN
a	EN
wonderful	EN
day	EN
🌷	O
!	O
good	EN
night	EN
now	EN
,	O
have	EN
a	EN
good	EN
rest	EN
🥛	O
💤	O

@Moodyakan	O
Kalo	ID
ga	ID
punya	ID
teman	ID
,	O
resiko	ID
kematian	ID
semakin	ID
kecil	ID
Karena	ID
ga	ID
ada	ID
kemungkinan	ID
di	ID
tusuk	ID
dari	ID
belakang	ID
😂	O
Is’nt	EN
it	EN
a	EN
good	EN
news	EN
right	EN
?	O
We	EN
might	EN
be	EN
happy	EN
for	EN
that	EN
!!!	O

Sebelum	ID
Fahmi	O
pulang	ID
rumah	ID
,	O
ga	ID
nyangka	ID
itu	ID
yang	ID
terakhir	ID
kali	ID
peluk	ID
Fahmi	O
seerat-eratnya	ID
,	O
I	EN
wished	EN
him	EN
good	EN
luck	EN
,	O
vice	EN
versa	EN
.	O
Akhirnya	ID
semua	ID
kenangan	ID
pahit	ID
dulu	ID
jadi	ID
bahan	ID
becandaan	ID
aja	ID
,	O
and	EN
I'm	EN
glad	EN
it	EN
ended	EN
that	EN
way	EN
.	O
Jadi	ID
sekarang	ID
bisa	ID
berpamitan	ID
dengan	ID
memanggil	ID
Fahmi	EN
teman	ID
.	O

2.	O
zona	ID
teman	ID
(	O
7/10	O
)	O
-	O
the	EN
fact	EN
that	EN
i	EN
enjoy	EN
writing	EN
this	EN
story	EN
.	O
-	O
cerita	ID
tercepat	ID
yang	ID
bisa	ID
kuselesain	ID
.	O
-	O
pengembangan	ID
karakter	ID
not	EN
so	EN
good	EN
.	O
-	O
tapi	ID
itu	ID
cukup	ID
mengingat	ID
ceritanya	ID
emang	ID
harus	ID
selesai	ID
sebelum	ID
dua	ID
minggu	ID
.	O
-	O
hace	EN
and	EN
va	EN
🤝	O
https://t.co/jpxdNhwl4y	O

Hari	ID
ini	ID
ke	ID
kntr	ID
polisi	ID
mengurusi	ID
seorg	ID
teman	ID
yng	ID
digebuk	ID
bapaknya	ID
.	O
Anak	ID
seumuran	ID
25th	ID
dan	ID
ngajarinnya	ID
pke	ID
gbukn	ID
?	O
Now	EN
i'm	EN
full	EN
of	EN
overthinking	EN
to	EN
marriage	EN
life	EN
.	O
Because	EN
that	EN
(	O
maybe	EN
)	O
around	ID
50y	EN
.	O
o	O
dad	EN
still	EN
can	EN
manage	EN
their	EN
family	EN
in	EN
a	EN
good	EN
way	EN
,	O
how	EN
bout	EN
me	EN
?	O
An	EN
unstable	EN
26	O
y	EN
.	O
o	O
girl	EN
:(	O

@mattertape	O
Durian	ID
,	O
is	EN
it	EN
that	EN
good	EN
?	O
😧	O
Eh	ID
,	O
enak	ID
banget	ID
di	ID
traktir	ID
minuman	ID
?	O
That's	EN
such	EN
a	EN
nice	EN
friend	EN
you	EN
got	EN
there	EN
,	O
karena	ID
teman-temanku	ID
disini	ID
mah	ID
malah	ID
minta	ID
aku	ID
yang	ID
traktir	ID
mereka	ID
..	O
🧍	O
🏻	O
‍	O
♀	O
️	O
These	EN
days	EN
I'm	EN
just	EN
busy	EN
with	EN
class	EN
and	EN
thinking	EN
what	EN
food	EN
should	EN
I	EN
try	EN
next	EN
.	O
Do	EN
you	EN
cook	EN
,	O
Hiasen	O
?	O
🧑	O
‍	O
🍳	O

@rentfess	O
next	EN
one	EN
,	O
ada	ID
Kaizo	O
@flexieng	O
yang	ID
super	ID
duper	ID
receh	ID
dan	ID
random	EN
.	O
Kaizo	O
bisa	ID
jadi	ID
